stable_gene_id,KO_E12_FCL_1,KO_E12_FCL_2,KO_E12_FCL_3,S200A_3_FCL_1,S200A_3_FCL_2,S200A_3_FCL_3,S200A_5_FCL_1,S200A_5_FCL_2,S200WT_1_FCL_1,S200WT_1_FCL_2,S200WT_2_FCL_3
ENSMUSG00000098046,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098047,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098048,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098050,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098051,1,2,0,0,0,0,0,0,0,0,0
ENSMUSG00000098052,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098053,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098054,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098055,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098056,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098057,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000098058,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000098059,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098060,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098062,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098064,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098065,1,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000098066,1,0,0,0,2,0,0,0,0,0,1
ENSMUSG00000098067,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098068,1,1,0,2,0,0,1,0,0,1,0
ENSMUSG00000098069,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098070,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098071,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098072,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098073,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098074,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098075,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098076,0,1,0,0,0,0,0,6,0,0,0
ENSMUSG00000098077,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098078,0,0,0,9,7,0,16,0,0,0,0
ENSMUSG00000098079,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098080,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098081,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098082,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098083,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098084,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098085,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098086,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098087,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098088,74,81,87,52,95,60,86,45,1,7,23
ENSMUSG00000098089,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098090,112,100,124,86,116,128,169,62,5,1,34
ENSMUSG00000098091,0,2,0,1,5,2,2,5,0,0,0
ENSMUSG00000098092,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098093,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098094,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098095,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098096,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098097,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098098,137,100,90,28,97,123,84,79,2,3,49
ENSMUSG00000098099,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098100,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098101,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098102,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098103,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098104,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098105,2,0,0,0,1,1,0,0,0,0,0
ENSMUSG00000098106,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098107,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098108,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098109,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098110,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098111,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098112,138,104,46,41,135,124,175,163,5,19,518
ENSMUSG00000098113,87,61,44,0,37,98,5,36,0,1,8
ENSMUSG00000098114,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098115,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098116,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098118,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098119,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098120,14,25,15,14,20,16,38,6,1,8,20
ENSMUSG00000098121,0,0,0,2,0,0,0,0,0,0,0
ENSMUSG00000098122,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098123,3,0,2,0,1,1,0,0,0,0,1
ENSMUSG00000098124,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098125,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098126,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098127,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098128,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098129,0,1,0,0,8,0,0,0,0,0,0
ENSMUSG00000098130,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098131,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098132,12,6,8,7,17,16,21,5,0,0,4
ENSMUSG00000098134,104,72,61,19,75,152,52,115,0,7,39
ENSMUSG00000098135,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098136,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098137,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098138,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098139,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098140,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098141,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098142,0,1,1,0,0,1,0,0,0,0,0
ENSMUSG00000098143,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098144,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098145,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098146,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098147,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098149,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098150,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098152,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098153,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098154,2,5,1,0,0,5,0,7,0,0,1
ENSMUSG00000098155,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098156,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098157,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098158,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000098159,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098160,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098161,0,0,0,0,1,0,0,2,0,0,0
ENSMUSG00000098162,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098163,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098164,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000098165,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098166,1,0,2,1,2,2,0,0,1,0,0
ENSMUSG00000098167,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098169,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098170,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098171,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098172,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098173,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098174,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098175,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098176,79,83,76,56,81,72,106,38,1,3,37
ENSMUSG00000098177,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098178,520804,628997,615548,405642,744048,470380,1208979,438203,34200,64707,385213
ENSMUSG00000098179,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098180,5,1,2,0,3,4,0,1,0,0,2
ENSMUSG00000098181,2,1,1,0,1,0,7,0,0,0,1
ENSMUSG00000098183,0,1,1,0,7,0,5,2,0,0,4
ENSMUSG00000098184,0,0,0,1,1,0,0,1,0,0,0
ENSMUSG00000098185,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098186,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098187,2,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000098188,40,23,28,15,39,44,51,25,1,5,29
ENSMUSG00000098189,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098190,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098191,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098192,4,7,1,0,0,6,0,2,0,0,1
ENSMUSG00000098193,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098194,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098195,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098196,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098197,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098198,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098199,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098200,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098201,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098202,12,10,7,34,25,11,19,7,0,0,0
ENSMUSG00000098203,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098204,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098205,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098206,0,1,0,1,0,0,0,0,0,0,0
ENSMUSG00000098207,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098208,13,7,2,0,2,4,1,10,0,0,2
ENSMUSG00000098209,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098210,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098211,55,43,32,18,33,47,53,28,2,5,44
ENSMUSG00000098212,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098213,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098214,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098215,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098216,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098217,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098218,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098219,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098221,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000098222,6,5,11,0,3,4,0,20,0,0,1
ENSMUSG00000098223,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098224,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098225,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098226,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098227,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098228,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098229,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098230,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098231,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098232,1,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000098233,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098234,774,729,354,15,111,1029,35,566,1,2,51
ENSMUSG00000098235,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098236,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098237,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098238,4,2,1,0,5,4,4,1,0,0,2
ENSMUSG00000098240,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098241,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098242,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098243,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098244,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098245,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098246,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098247,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098248,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098249,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098251,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098252,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098253,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098254,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098255,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098257,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098258,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098259,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098260,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098261,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098262,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098263,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098264,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098265,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098266,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098267,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098268,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098269,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098270,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098271,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098272,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098273,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098274,12107,10591,8541,9224,13823,15005,15548,9055,662,1409,8570
ENSMUSG00000098275,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098276,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098278,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098279,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098280,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098282,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098284,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098285,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098286,0,0,0,0,0,1,0,1,0,0,0
ENSMUSG00000098287,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098288,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098289,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098290,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098291,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098292,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098293,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098294,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000098295,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098296,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098297,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098298,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098299,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098300,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098302,0,1,0,0,1,0,0,0,0,0,0
ENSMUSG00000098303,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098304,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098305,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098306,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098307,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098308,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098309,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098310,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098311,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098312,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098313,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098314,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098315,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098316,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098317,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098318,254,190,196,80,233,199,294,193,2,10,104
ENSMUSG00000098319,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098320,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098322,1,2,0,0,0,2,0,0,0,0,0
ENSMUSG00000098323,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098325,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098326,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098327,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098328,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000098329,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098330,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098331,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098332,92,93,106,106,151,121,136,98,7,16,125
ENSMUSG00000098333,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098334,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098335,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098336,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098338,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098339,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098340,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098341,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098342,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098343,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000098344,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098345,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098346,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098347,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098348,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098349,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098350,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098351,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098353,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098354,6,1,6,2,6,1,1,0,0,0,0
ENSMUSG00000098355,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098356,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098357,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098358,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098359,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098360,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098361,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098362,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098363,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098364,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098365,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098366,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098367,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098368,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098369,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098370,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098371,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098373,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098374,0,0,0,0,0,2,1,0,0,0,0
ENSMUSG00000098376,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098378,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098379,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098380,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098381,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098382,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098383,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098385,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098386,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098387,57,135,90,85,88,61,163,31,6,16,70
ENSMUSG00000098388,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098389,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098390,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098391,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098392,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098393,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098394,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098395,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098396,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098397,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098399,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098400,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098401,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098402,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098403,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098404,32,33,17,125,69,32,119,56,8,20,94
ENSMUSG00000098405,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098406,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098407,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098408,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098409,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098410,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098412,4,0,0,3,0,0,1,0,0,0,3
ENSMUSG00000098413,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098414,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098415,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098416,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098417,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098418,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098419,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098420,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098421,0,0,1,2,0,0,0,0,0,0,0
ENSMUSG00000098422,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098423,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098424,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098425,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098426,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098428,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098429,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098430,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098431,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098432,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098433,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098434,0,0,0,0,2,0,0,0,0,0,0
ENSMUSG00000098435,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098436,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098437,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098438,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000098439,0,0,0,0,0,2,0,0,0,0,0
ENSMUSG00000098441,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098442,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098443,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098444,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098445,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098446,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098447,2,0,0,0,1,2,1,0,0,0,0
ENSMUSG00000098448,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098449,2,0,1,0,0,3,2,1,0,0,1
ENSMUSG00000098451,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098452,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098453,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098454,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098455,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098456,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098457,3,0,0,0,3,3,0,4,0,0,0
ENSMUSG00000098458,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098459,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098460,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098462,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098463,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098464,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098465,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098466,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098467,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098468,0,0,0,0,0,0,0,0,0,0,2
ENSMUSG00000098469,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098470,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098471,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098472,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098473,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098474,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098475,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098476,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098477,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098478,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098479,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098480,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098481,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098482,0,0,0,0,0,0,0,0,0,0,0
